Time             TailVelocity     TailHeight       TailMomentum    
1.480000         0.000000         0.000000         0.000000        
1.490000         0.000000         0.000000         0.000000        
1.500000         0.000000         0.000000         0.000000        
1.510000         0.000000         0.000000         0.000000        
1.520000         0.000000         0.000000         0.000000        
1.530000         0.000000         0.000000         0.000000        
1.540000         0.000000         0.000000         0.000000        
1.550000         0.000000         0.000000         0.000000        
1.560000         0.000000         0.000000         0.000000        
1.570000         0.000000         0.000000         0.000000        
1.580000         0.000000         0.000000         0.000000        
1.590000         0.000000         0.000000         0.000000        
1.600000         0.000000         0.000000         0.000000        
1.610000         0.000000         0.000000         0.000000        
1.620000         0.000000         0.000000         0.000000        
1.630000         0.000000         0.000000         0.000000        
1.640000         0.000000         0.000000         0.000000        
1.650000         0.000000         0.000000         0.000000        
1.660000         0.000000         0.000000         0.000000        
1.670000         0.000000         0.000000         0.000000        
1.680000         0.000000         0.000000         0.000000        
1.690000         0.000000         0.000000         0.000000        
1.700000         0.000000         0.000000         0.000000        
1.710000         0.000000         0.000000         0.000000        
1.720000         0.000000         0.000000         0.000000        
1.730000         0.000000         0.000000         0.000000        
1.740000         0.000000         0.000000         0.000000        
1.750000         0.000000         0.000000         0.000000        
1.760000         0.000000         0.000000         0.000000        
1.770000         0.000000         0.000000         0.000000        
1.780000         0.000000         0.000000         0.000000        
1.790000         0.000000         0.000000         0.000000        
1.800000         0.000000         0.000000         0.000000        
1.810000         0.000000         0.000000         0.000000        
1.820000         0.000000         0.000000         0.000000        
1.830000         0.000000         0.000000         0.000000        
1.840000         0.000000         0.000000         0.000000        
1.850000         0.000000         0.000000         0.000000        
1.860000         0.000000         0.000000         0.000000        
1.870000         0.000000         0.000000         0.000000        
1.880000         0.000000         0.000000         0.000000        
1.890000         0.000000         0.000000         0.000000        
1.900000         0.000000         0.000000         0.000000        
1.910000         0.000000         0.000000         0.000000        
1.920000         0.000000         0.000000         0.000000        
1.930000         0.000000         0.000000         0.000000        
1.940000         0.000000         0.000000         0.000000        
1.950000         0.000000         0.000000         0.000000        
1.960000         0.000000         0.000000         0.000000        
1.970000         0.000000         0.000000         0.000000        
1.980000         0.000000         0.000000         0.000000        
1.990000         0.000000         0.000000         0.000000        
2.000000         0.000000         0.000000         0.000000        
2.010000         0.000000         0.000000         0.000000        
2.020000         0.000000         0.000000         0.000000        
2.030000         0.000000         0.000000         0.000000        
2.040000         0.000000         0.000000         0.000000        
2.050000         0.000000         0.000000         0.000000        
2.060000         0.000000         0.000000         0.000000        
2.070000         0.000000         0.000000         0.000000        
2.080000         0.000000         0.000000         0.000000        
2.090000         0.000000         0.000000         0.000000        
2.100000         0.000000         0.000000         0.000000        
2.110000         0.000000         0.000000         0.000000        
2.120000         0.000000         0.000000         0.000000        
2.130000         0.000000         0.000000         0.000000        
2.140000         0.000000         0.000000         0.000000        
2.150000         0.000000         0.000000         0.000000        
2.160000         0.000000         0.000000         0.000000        
2.170000         0.000000         0.000000         0.000000        
2.180000         0.000000         0.000000         0.000000        
2.190000         0.000000         0.000000         0.000000        
2.200000         0.000000         0.000000         0.000000        
2.210000         0.000000         0.000000         0.000000        
2.220000         0.000000         0.000000         0.000000        
2.230000         0.000000         0.000000         0.000000        
2.240000         0.000000         0.000000         0.000000        
2.250000         0.000000         0.000000         0.000000        
2.260000         0.000000         0.000000         0.000000        
2.270000         0.000000         0.000000         0.000000        
2.280000         0.000000         0.000000         0.000000        
2.290000         0.000000         0.000000         0.000000        
2.300000         0.000000         0.000000         0.000000        
2.310000         0.000000         0.000000         0.000000        
2.320000         0.000000         0.000000         0.000000        
2.330000         0.000000         0.000000         0.000000        
2.340000         0.000000         0.000000         0.000000        
2.350000         0.000000         0.000000         0.000000        
2.360000         0.000000         0.000000         0.000000        
2.370000         0.000000         0.000000         0.000000        
2.380000         0.000000         0.000000         0.000000        
2.390000         0.000000         0.000000         0.000000        
2.400000         0.000000         0.000000         0.000000        
2.410000         0.000000         0.000000         0.000000        
2.420000         0.000000         0.000000         0.000000        
2.430000         0.000000         0.000000         0.000000        
2.440000         0.000000         0.000000         0.000000        
2.450000         0.000000         0.000000         0.000000        
2.460000         0.000000         0.000000         0.000000        
2.470000         0.000000         0.000000         0.000000        
2.480000         0.000000         0.000000         0.000000        
2.490000         0.000000         0.000000         0.000000        
2.500000         0.000000         0.000000         0.000000        
2.510000         0.000000         0.000000         0.000000        
2.520000         0.000000         0.000000         0.000000        
2.530000         0.000000         0.000000         0.000000        
2.540000         0.000000         0.000000         0.000000        
2.550000         0.000000         0.000000         0.000000        
2.560000         0.000000         0.000000         0.000000        
2.570000         0.000000         0.000000         0.000000        
2.580000         0.000000         0.000000         0.000000        
2.590000         0.000000         0.000000         0.000000        
2.600000         0.000000         0.000000         0.000000        
2.610000         0.000000         0.000000         0.000000        
2.620000         0.000000         0.000000         0.000000        
2.630000         0.000000         0.000000         0.000000        
2.640000         0.000000         0.000000         0.000000        
2.650000         0.000000         0.000000         0.000000        
2.660000         0.000000         0.000000         0.000000        
2.670000         0.000000         0.000000         0.000000        
2.680000         0.000000         0.000000         0.000000        
2.690000         0.000000         0.000000         0.000000        
2.700000         0.000000         0.000000         0.000000        
2.710000         0.000000         0.000000         0.000000        
2.720000         0.000000         0.000000         0.000000        
2.730000         0.000000         0.000000         0.000000        
2.740000         0.000000         0.000000         0.000000        
2.750000         0.000000         0.000000         0.000000        
2.760000         0.000000         0.000000         0.000000        
2.770000         0.000000         0.000000         0.000000        
2.780000         0.000000         0.000000         0.000000        
2.790000         0.000000         0.000000         0.000000        
2.800000         0.000000         0.000000         0.000000        
2.810000         0.000000         0.000000         0.000000        
2.820000         0.000000         0.000000         0.000000        
2.830000         0.000000         0.000000         0.000000        
2.840000         0.000000         0.000000         0.000000        
2.850000         0.000000         0.000000         0.000000        
2.860000         0.000000         0.000000         0.000000        
2.870000         0.000000         0.000000         0.000000        
2.880000         0.000000         0.000000         0.000000        
2.890000         0.000000         0.000000         0.000000        
2.900000         0.000000         0.000000         0.000000        
2.910000         0.000000         0.000000         0.000000        
2.920000         0.000000         0.000000         0.000000        
2.930000         0.000000         0.000000         0.000000        
2.940000         0.000000         0.000000         0.000000        
2.950000         0.000000         0.000000         0.000000        
2.960000         0.000000         0.000000         0.000000        
2.970000         0.000000         0.000000         0.000000        
2.980000         0.000000         0.000000         0.000000        
2.990000         0.000000         0.000000         0.000000        
3.000000         0.000000         0.000000         0.000000        
3.010000         0.000000         0.000000         0.000000        
3.020000         0.000000         0.000000         0.000000        
3.030000         0.000000         0.000000         0.000000        
3.040000         0.000000         0.000000         0.000000        
3.050000         0.000000         0.000000         0.000000        
3.060000         0.000000         0.000000         0.000000        
3.070000         0.000000         0.000000         0.000000        
3.080000         0.000000         0.000000         0.000000        
3.090000         0.000000         0.000000         0.000000        
3.100000         0.000000         0.000000         0.000000        
3.110000         0.000000         0.000000         0.000000        
3.120000         0.000000         0.000000         0.000000        
3.130000         0.000000         0.000000         0.000000        
3.140000         0.000000         0.000000         0.000000        
3.150000         0.000000         0.000000         0.000000        
3.160000         0.000000         0.000000         0.000000        
3.170000         0.000000         0.000000         0.000000        
3.180000         0.000000         0.000000         0.000000        
3.190000         0.000000         0.000000         0.000000        
3.200000         0.000000         0.000000         0.000000        
3.210000         0.000000         0.000000         0.000000        
3.220000         0.000000         0.000000         0.000000        
3.230000         0.000000         0.000000         0.000000        
3.240000         0.000000         0.000000         0.000000        
3.250000         0.000000         0.000000         0.000000        
3.260000         0.000000         0.000000         0.000000        
3.270000         0.000000         0.000000         0.000000        
3.280000         0.000000         0.000000         0.000000        
3.290000         0.000000         0.000000         0.000000        
3.300000         0.000000         0.000000         0.000000        
3.310000         0.000000         0.000000         0.000000        
3.320000         0.000000         0.000000         0.000000        
3.330000         0.000000         0.000000         0.000000        
3.340000         0.000000         0.000000         0.000000        
3.350000         0.000000         0.000000         0.000000        
3.360000         0.000000         0.000000         0.000000        
3.370000         0.000000         0.000000         0.000000        
3.380000         0.000000         0.000000         0.000000        
3.390000         0.000000         0.000000         0.000000        
3.400000         0.000000         0.000000         0.000000        
3.410000         0.000000         0.000000         0.000000        
3.420000         0.000000         0.000000         0.000000        
3.430000         0.000000         0.000000         0.000000        
3.440000         0.000000         0.000000         0.000000        
3.450000         0.000000         0.000000         0.000000        
3.460000         0.000000         0.000000         0.000000        
3.470000         0.000000         0.000000         0.000000        
3.480000         0.000000         0.000000         0.000000        
3.490000         0.000000         0.000000         0.000000        
3.500000         0.000000         0.000000         0.000000        
3.510000         0.000000         0.000000         0.000000        
3.520000         0.000000         0.000000         0.000000        
3.530000         0.000000         0.000000         0.000000        
3.540000         0.000000         0.000000         0.000000        
3.550000         0.000000         0.000000         0.000000        
3.560000         0.000000         0.000000         0.000000        
3.570000         0.000000         0.000000         0.000000        
3.580000         0.000000         0.000000         0.000000        
3.590000         0.000000         0.000000         0.000000        
3.600000         0.000000         0.000000         0.000000        
3.610000         0.000000         0.000000         0.000000        
3.620000         0.000000         0.000000         0.000000        
3.630000         0.000000         0.000000         0.000000        
3.640000         0.000000         0.000000         0.000000        
3.650000         0.000000         0.000000         0.000000        
3.660000         0.000000         0.000000         0.000000        
3.670000         0.000000         0.000000         0.000000        
3.680000         0.000000         0.000000         0.000000        
3.690000         0.000000         0.000000         0.000000        
3.700000         0.000000         0.000000         0.000000        
3.710000         0.000000         0.000000         0.000000        
3.720000         0.000000         0.000000         0.000000        
3.730000         0.000000         0.000000         0.000000        
3.740000         0.000000         0.000000         0.000000        
3.750000         0.000000         0.000000         0.000000        
3.760000         0.000000         0.000000         0.000000        
3.770000         0.000000         0.000000         0.000000        
3.780000         0.000000         0.000000         0.000000        
3.790000         0.000000         0.000000         0.000000        
3.800000         0.000000         0.000000         0.000000        
3.810000         0.000000         0.000000         0.000000        
3.820000         0.000000         0.000000         0.000000        
3.830000         0.000000         0.000000         0.000000        
3.840000         0.000000         0.000000         0.000000        
3.850000         0.000000         0.000000         0.000000        
3.860000         0.000000         0.000000         0.000000        
3.870000         0.000000         0.000000         0.000000        
3.880000         0.000000         0.000000         0.000000        
3.890000         0.000000         0.000000         0.000000        
3.900000         0.000000         0.000000         0.000000        
3.910000         0.000000         0.000000         0.000000        
3.920000         0.000000         0.000000         0.000000        
3.930000         0.000000         0.000000         0.000000        
3.940000         0.000000         0.000000         0.000000        
3.950000         0.000000         0.000000         0.000000        
3.960000         0.000000         0.000000         0.000000        
3.970000         0.000000         0.000000         0.000000        
3.980000         0.000000         0.000000         0.000000        
3.990000         0.000000         0.000000         0.000000        
4.000000         0.000000         0.000000         0.000000        
4.010000         0.000000         0.000000         0.000000        
4.020000         0.000000         0.000000         0.000000        
4.030000         0.000000         0.000000         0.000000        
4.040000         0.000000         0.000000         0.000000        
4.050000         0.000000         0.000000         0.000000        
4.060000         0.000000         0.000000         0.000000        
4.070000         0.000000         0.000000         0.000000        
4.080000         0.000000         0.000000         0.000000        
4.090000         0.000000         0.000000         0.000000        
4.100000         0.000000         0.000000         0.000000        
4.110000         0.000000         0.000000         0.000000        
4.120000         0.000000         0.000000         0.000000        
4.130000         0.000000         0.000000         0.000000        
4.140000         0.000000         0.000000         0.000000        
4.150000         0.000000         0.000000         0.000000        
4.160000         0.000000         0.000000         0.000000        
4.170000         0.000000         0.000000         0.000000        
4.180000         0.000000         0.000000         0.000000        
4.190000         0.000000         0.000000         0.000000        
4.200000         0.000000         0.000000         0.000000        
4.210000         0.000000         0.000000         0.000000        
4.220000         0.000000         0.000000         0.000000        
4.230000         0.000000         0.000000         0.000000        
4.240000         0.000000         0.000000         0.000000        
4.250000         0.000000         0.000000         0.000000        
4.260000         0.000000         0.000000         0.000000        
4.270000         0.000000         0.000000         0.000000        
4.280000         0.000000         0.000000         0.000000        
4.290000         0.000000         0.000000         0.000000        
4.300000         0.000000         0.000000         0.000000        
4.310000         0.000000         0.000000         0.000000        
4.320000         0.000000         0.000000         0.000000        
4.330000         0.000000         0.000000         0.000000        
4.340000         0.000000         0.000000         0.000000        
4.350000         0.000000         0.000000         0.000000        
4.360000         0.000000         0.000000         0.000000        
4.370000         0.000000         0.000000         0.000000        
4.380000         0.000000         0.000000         0.000000        
4.390000         0.000000         0.000000         0.000000        
4.400000         0.000000         0.000000         0.000000        
4.410000         0.000000         0.000000         0.000000        
4.420000         0.000000         0.000000         0.000000        
4.430000         0.000000         0.000000         0.000000        
4.440000         0.000000         0.000000         0.000000        
4.450000         0.000000         0.000000         0.000000        
4.460000         0.000000         0.000000         0.000000        
4.470000         0.000000         0.000000         0.000000        
4.480000         0.000000         0.000000         0.000000        
4.490000         0.000000         0.000000         0.000000        
4.500000         0.000000         0.000000         0.000000        
4.510000         0.000000         0.000000         0.000000        
4.520000         0.000000         0.000000         0.000000        
4.530000         0.000000         0.000000         0.000000        
4.540000         0.000000         0.000000         0.000000        
4.550000         0.000000         0.000000         0.000000        
4.560000         0.000000         0.000000         0.000000        
4.570000         0.000000         0.000000         0.000000        
4.580000         0.000000         0.000000         0.000000        
4.590000         0.000000         0.000000         0.000000        
4.600000         0.000000         0.000000         0.000000        
4.610000         0.000000         0.000000         0.000000        
4.620000         0.000000         0.000000         0.000000        
4.630000         0.000000         0.000000         0.000000        
4.640000         0.000000         0.000000         0.000000        
4.650000         0.000000         0.000000         0.000000        
4.660000         0.000000         0.000000         0.000000        
4.670000         0.000000         0.000000         0.000000        
4.680000         0.000000         0.000000         0.000000        
4.690000         0.000000         0.000000         0.000000        
4.700000         0.000000         0.000000         0.000000        
4.710000         0.000000         0.000000         0.000000        
4.720000         0.000000         0.000000         0.000000        
4.730000         0.000000         0.000000         0.000000        
4.740000         0.000000         0.000000         0.000000        
4.750000         0.000000         0.000000         0.000000        
4.760000         0.000000         0.000000         0.000000        
4.770000         0.000000         0.000000         0.000000        
4.780000         0.000000         0.000000         0.000000        
4.790000         0.000000         0.000000         0.000000        
4.800000         0.000000         0.000000         0.000000        
4.810000         0.000000         0.000000         0.000000        
4.820000         0.000000         0.000000         0.000000        
4.830000         0.000000         0.000000         0.000000        
4.840000         0.000000         0.000000         0.000000        
4.850000         0.000000         0.000000         0.000000        
4.860000         0.000000         0.000000         0.000000        
4.870000         0.000000         0.000000         0.000000        
4.880000         0.000000         0.000000         0.000000        
4.890000         0.000000         0.000000         0.000000        
4.900000         0.000000         0.000000         0.000000        
4.910000         0.000000         0.000000         0.000000        
4.920000         0.000000         0.000000         0.000000        
4.930000         0.000000         0.000000         0.000000        
4.940000         0.000000         0.000000         0.000000        
4.950000         0.000000         0.000000         0.000000        
4.960000         0.000000         0.000000         0.000000        
4.970000         0.000000         0.000000         0.000000        
4.980000         0.000000         0.000000         0.000000        
4.990000         0.000000         0.000000         0.000000        
5.000000         0.000000         0.000000         0.000000        
5.010000         0.000000         0.000000         0.000000        
5.020000         0.000000         0.000000         0.000000        
5.021000         0.000000         0.000000         0.000000        
5.022000         0.000000         0.000000         0.000000        
5.023000         0.000000         0.000000         0.000000        
5.024000         0.000000         0.000000         0.000000        
5.025000         0.000000         0.000000         0.000000        
5.026000         0.000000         0.000000         0.000000        
5.027000         0.000000         0.000000         0.000000        
5.028000         0.000000         0.000000         0.000000        
5.029000         0.000000         0.000000         0.000000        
5.030000         0.000000         0.000000         0.000000        
5.031000         0.000000         0.000000         0.000000        
5.032000         0.000000         0.000000         0.000000        
5.033000         0.000000         0.000000         0.000000        
5.034000         0.000000         0.000000         0.000000        
5.035000         0.000000         0.000000         0.000000        
5.036000         0.000000         0.000000         0.000000        
5.037000         0.000000         0.000000         0.000000        
5.038000         0.000000         0.000000         0.000000        
5.039000         0.000000         0.000000         0.000000        
5.040000         0.000000         0.000000         0.000000        
5.041000         0.000000         0.000000         0.000000        
5.042000         0.000000         0.000000         0.000000        
5.043000         0.000000         0.000000         0.000000        
5.044000         0.000000         0.000000         0.000000        
5.045000         0.000000         0.000000         0.000000        
5.046000         0.000000         0.000000         0.000000        
5.047000         0.000000         0.000000         0.000000        
5.048000         0.000000         0.000000         0.000000        
5.049000         0.000000         0.000000         0.000000        
5.050000         0.000000         0.000000         0.000000        
5.051000         0.000000         0.000000         0.000000        
5.052000         0.000000         0.000000         0.000000        
5.053000         0.000000         0.000000         0.000000        
5.054000         0.000000         0.000000         0.000000        
5.055000         0.000000         0.000000         0.000000        
5.056000         0.000000         0.000000         0.000000        
5.057000         0.000000         0.000000         0.000000        
5.058000         0.000000         0.000000         0.000000        
5.059000         0.000000         0.000000         0.000000        
5.060000         0.000000         0.000000         0.000000        
5.061000         0.000000         0.000000         0.000000        
5.062000         0.000000         0.000000         0.000000        
5.063000         0.000000         0.000000         0.000000        
5.064000         0.000000         0.000000         0.000000        
5.065000         0.000000         0.000000         0.000000        
5.066000         0.000000         0.000000         0.000000        
5.067000         0.000000         0.000000         0.000000        
5.068000         0.000000         0.000000         0.000000        
5.069000         0.000000         0.000000         0.000000        
5.070000         0.000000         0.000000         0.000000        
5.071000         0.000000         0.000000         0.000000        
5.072000         0.000000         0.000000         0.000000        
5.073000         0.000000         0.000000         0.000000        
5.074000         0.000000         0.000000         0.000000        
5.075000         0.000000         0.000000         0.000000        
5.076000         0.000000         0.000000         0.000000        
5.077000         0.000000         0.000000         0.000000        
5.078000         0.000000         0.000000         0.000000        
5.079000         0.000000         0.000000         0.000000        
5.080000         0.000000         0.000000         0.000000        
5.081000         0.000000         0.000000         0.000000        
5.082000         0.000000         0.000000         0.000000        
5.083000         0.000000         0.000000         0.000000        
5.084000         0.000000         0.000000         0.000000        
5.085000         0.000000         0.000000         0.000000        
5.086000         0.000000         0.000000         0.000000        
5.087000         0.000000         0.000000         0.000000        
5.088000         0.000000         0.000000         0.000000        
5.089000         0.000000         0.000000         0.000000        
5.090000         0.000000         0.000000         0.000000        
5.091000         0.000000         0.000000         0.000000        
5.092000         0.000000         0.000000         0.000000        
5.093000         0.000000         0.000000         0.000000        
5.094000         0.000000         0.000000         0.000000        
5.095000         0.000000         0.000000         0.000000        
5.096000         0.000000         0.000000         0.000000        
5.097000         0.000000         0.000000         0.000000        
5.098000         0.000000         0.000000         0.000000        
5.099000         0.000000         0.000000         0.000000        
5.100000         0.000000         0.000000         0.000000        
5.101000         0.000000         0.000000         0.000000        
5.102000         0.000000         0.000000         0.000000        
5.103000         0.000000         0.000000         0.000000        
5.104000         0.000000         0.000000         0.000000        
5.105000         0.000000         0.000000         0.000000        
5.106000         0.000000         0.000000         0.000000        
5.107000         0.000000         0.000000         0.000000        
5.108000         0.000000         0.000000         0.000000        
5.109000         0.000000         0.000000         0.000000        
5.110000         0.000000         0.000000         0.000000        
5.111000         0.000000         0.000000         0.000000        
5.112000         0.000000         0.000000         0.000000        
5.113000         0.000000         0.000000         0.000000        
5.114000         0.000000         0.000000         0.000000        
5.115000         0.000000         0.000000         0.000000        
5.116000         0.000000         0.000000         0.000000        
5.117000         0.000000         0.000000         0.000000        
5.118000         0.000000         0.000000         0.000000        
5.119000         0.000000         0.000000         0.000000        
5.120000         0.000000         0.000000         0.000000        
5.121000         0.000000         0.000000         0.000000        
5.122000         0.000000         0.000000         0.000000        
5.123000         0.000000         0.000000         0.000000        
5.124000         0.000000         0.000000         0.000000        
5.125000         0.000000         0.000000         0.000000        
5.126000         0.000000         0.000000         0.000000        
5.127000         0.000000         0.000000         0.000000        
5.128000         0.000000         0.000000         0.000000        
5.129000         0.000000         0.000000         0.000000        
5.130000         0.000000         0.000000         0.000000        
5.131000         0.000000         0.000000         0.000000        
5.132000         0.000000         0.000000         0.000000        
5.133000         0.000000         0.000000         0.000000        
5.134000         0.000000         0.000000         0.000000        
5.135000         0.000000         0.000000         0.000000        
5.136000         0.000000         0.000000         0.000000        
5.137000         0.000000         0.000000         0.000000        
5.138000         0.000000         0.000000         0.000000        
5.139000         0.000000         0.000000         0.000000        
5.140000         0.000000         0.000000         0.000000        
5.141000         0.000000         0.000000         0.000000        
5.142000         0.000000         0.000000         0.000000        
5.143000         0.000000         0.000000         0.000000        
5.144000         0.000000         0.000000         0.000000        
5.145000         0.000000         0.000000         0.000000        
5.146000         0.000000         0.000000         0.000000        
5.147000         0.000000         0.000000         0.000000        
5.148000         0.000000         0.000000         0.000000        
5.149000         0.000000         0.000000         0.000000        
5.150000         0.000000         0.000000         0.000000        
5.151000         0.000000         0.000000         0.000000        
5.152000         0.000000         0.000000         0.000000        
5.153000         0.000000         0.000000         0.000000        
5.154000         0.000000         0.000000         0.000000        
5.155000         0.000000         0.000000         0.000000        
5.156000         0.000000         0.000000         0.000000        
5.157000         0.000000         0.000000         0.000000        
5.158000         0.000000         0.000000         0.000000        
5.159000         0.000000         0.000000         0.000000        
5.160000         0.000000         0.000000         0.000000        
5.161000         0.000000         0.000000         0.000000        
5.162000         0.000000         0.000000         0.000000        
5.163000         0.000000         0.000000         0.000000        
5.164000         0.000000         0.000000         0.000000        
5.165000         0.000000         0.000000         0.000000        
5.166000         0.000000         0.000000         0.000000        
5.167000         0.000000         0.000000         0.000000        
5.168000         0.000000         0.000000         0.000000        
5.169000         0.000000         0.000000         0.000000        
